2,1,0.724161549
2,-1,0.187500969
3,1,0.686842263
3,-1,0.181750183
4,1,0.672833126
4,-1,0.178700575
5,1,0.662427341
5,-1,0.175719018
6,1,0.656210107
6,-1,0.174244487
7,1,0.652621696
7,-1,0.173379553
8,1,0.650771247
8,-1,0.172553445
9,1,0.650516355
9,-1,0.172029716
10,1,0.650897114
10,-1,0.171602363
11,1,0.651249596
11,-1,0.171071952
12,1,0.651651999
12,-1,0.170048324
13,1,0.652300721
13,-1,0.16894193
14,1,0.653065858
14,-1,0.167933584
15,1,0.653663922
15,-1,0.166483719
16,1,0.654408457
16,-1,0.165351961
17,1,0.655457784
17,-1,0.164547686
18,1,0.656145838
18,-1,0.163972999
19,1,0.654427887
19,-1,0.163264114
20,1,0.650320304
20,-1,0.162765629
21,1,0.648073965
21,-1,0.162399699
22,1,0.646174822
22,-1,0.162093928
23,1,0.644491337
23,-1,0.161831579
24,1,0.643027668
24,-1,0.161623149
25,1,0.641561531
25,-1,0.161397845
26,1,0.64051346
26,-1,0.161284732
27,1,0.639429106
27,-1,0.161046422
28,1,0.638064087
28,-1,0.160959026
29,1,0.636631618
29,-1,0.160849017
30,1,0.635782152
30,-1,0.160720251
31,1,0.6347749
31,-1,0.16072544
32,1,0.633628696
32,-1,0.160488404
33,1,0.632420044
33,-1,0.160364806
34,1,0.631633398
34,-1,0.160209262
35,1,0.631043144
35,-1,0.159980499
36,1,0.630520086
36,-1,0.159914726
37,1,0.630189865
37,-1,0.159785663
38,1,0.630015719
38,-1,0.159712166
39,1,0.629783559
39,-1,0.159656204
40,1,0.629823158
40,-1,0.159693619
41,1,0.629989838
41,-1,0.159689239
42,1,0.63035175
42,-1,0.160227024
43,1,0.630605744
43,-1,0.160369917
44,1,0.630853462
44,-1,0.159658706
45,1,0.633654207
45,-1,0.159053282
46,1,0.632824098
46,-1,0.158671669
47,1,0.632654338
47,-1,0.158394713
48,1,0.632800978
48,-1,0.158106193
49,1,0.635352606
49,-1,0.15784816
50,1,0.634354097
50,-1,0.157677892
51,1,0.633743464
51,-1,0.157661501
52,1,0.633323299
52,-1,0.157560738
53,1,0.632753895
53,-1,0.15743873
54,1,0.632402847
54,-1,0.157455876
55,1,0.632076928
55,-1,0.157407175
56,1,0.632000893
56,-1,0.157402867
57,1,0.632185372
57,-1,0.157372139
58,1,0.631859006
58,-1,0.157334457
59,1,0.631623351
59,-1,0.157293573
60,1,0.631597141
60,-1,0.157458541
61,1,0.631313929
61,-1,0.157394776
62,1,0.631401084
62,-1,0.157393582
63,1,0.631658197
63,-1,0.157352779
64,1,0.631859313
64,-1,0.157479217
65,1,0.631979737
65,-1,0.15754493
66,1,0.63187928
66,-1,0.157720914
67,1,0.631744278
67,-1,0.157789527
68,1,0.631897864
68,-1,0.157907874
69,1,0.632077478
69,-1,0.158143238
70,1,0.632311714
70,-1,0.158456258
71,1,0.632733969
71,-1,0.159261557
72,1,0.633232497
72,-1,0.159873053
73,1,0.633375205
73,-1,0.161274727
74,1,0.63436827
74,-1,0.161877251
75,1,0.6344917922362274
75,-1,0.1605854877872843
76,1,0.6348434182134223
76,-1,0.15963461883161942
77,1,0.6351452338185237
77,-1,0.15898416204897844
78,1,0.6358065809042897
78,-1,0.15849282380440735
79,1,0.6372398784153266
79,-1,0.15785989045184717
80,1,0.6393330448680465
80,-1,0.15732812366842266
81,1,0.6388053844427406
81,-1,0.15700288170549326
82,1,0.6388026649043739
82,-1,0.15665264618795965
83,1,0.6387659400588643
83,-1,0.15636388753763591
84,1,0.6388267394391363
84,-1,0.1560542662371076
85,1,0.6390584154921141
85,-1,0.1558720280583164
86,1,0.6392865161182046
86,-1,0.1556495877520502
87,1,0.6396118161509678
87,-1,0.155542256624458
88,1,0.639945140138284
88,-1,0.15540875087549433
89,1,0.6402592274111621
89,-1,0.15523664502160064
90,1,0.6489649845357638
90,-1,0.15520331097122056
91,1,0.6516251028529962
91,-1,0.15505816145419518
92,1,0.6486631504788808
92,-1,0.1549809151321517
93,1,0.6465277396952904
93,-1,0.1549511719655292
94,1,0.6447791459069591
94,-1,0.1550658381437356
95,1,0.6432425707219529
95,-1,0.155033133223616
96,1,0.6419340525819909
96,-1,0.156163925457544
97,1,0.640671406384732
97,-1,0.1564076590689335
98,1,0.6394787100940109
98,-1,0.15595285356031835
99,1,0.6384847337220948
99,-1,0.15564697398231478
100,1,0.6375651978199304
100,-1,0.1553497159751208
101,1,0.6366038405646576
101,-1,0.15509083446136937
102,1,0.6357315400201003
102,-1,0.1549701307017317
103,1,0.6349413536627629
103,-1,0.15495161876713365
104,1,0.6341691203929924
104,-1,0.15538567912540072
105,1,0.6332695485674106
105,-1,0.15562358772020468
106,1,0.6326296176251621
106,-1,0.15544677814567634
107,1,0.6318402667394898
107,-1,0.1557564570442488
108,1,0.6311841184863962
108,-1,0.15865792483360225
109,1,0.6309467860341923
109,-1,0.1576445371906678
110,1,0.6318331197140846
110,-1,0.1567756104411149
111,1,0.6306504277272144
111,-1,0.1561472195075584
112,1,0.6297805042518854
112,-1,0.1556606716087653
113,1,0.6290144417177166
113,-1,0.15535044575643367
114,1,0.6283204088454912
114,-1,0.15513548621804946
115,1,0.6276359529281444
115,-1,0.15499127645308125
116,1,0.6268891739631368
116,-1,0.15482447227840093
117,1,0.6263408364438007
117,-1,0.1546491372461514
118,1,0.6257423912630382
118,-1,0.15450700115436491
119,1,0.6251948524548141
119,-1,0.15447186782881947
120,1,0.6247727101518288
120,-1,0.15443439773932838
121,1,0.6245659950346232
121,-1,0.15440246052798592
123,1,0.6236833459729196
123,-1,0.1541857835325031
125,1,0.623086395379408
125,-1,0.1540973247244209
127,1,0.6223772138119272
127,-1,0.15419648875946446
129,1,0.6217467568187294
129,-1,0.15422244830710818
131,1,0.6211959371763934
131,-1,0.1542493839417696
133,1,0.6207343866255624
133,-1,0.1550069249415603
135,1,0.6204489353853222
135,-1,0.1557106519193927
137,1,0.6201471346142816
137,-1,0.15562084328239936
139,1,0.6201088266223137
139,-1,0.15536098712856802
141,1,0.6209881988004041
141,-1,0.15530771159668844
143,1,0.6204663860428634
143,-1,0.15541148017640352
145,1,0.6200828942766548
145,-1,0.155634462706764
147,1,0.6199393673356848
147,-1,0.15556171597971402
149,1,0.6200310622362438
149,-1,0.15566902632144383
151,1,0.6198956557266109
151,-1,0.155610955491715
153,1,0.6216234194344613
153,-1,0.15579940648137522
155,1,0.6215126939902832
155,-1,0.15587021008642046
157,1,0.6214606976598105
157,-1,0.1558665285767956
159,1,0.6212146581224532
159,-1,0.15601835563548624
162,1,0.6214521293463996
162,-1,0.15635709295012368
165,1,0.6216920710635617
165,-1,0.15790403237904446
168,1,0.6220515848972133
168,-1,0.15777514271299695
171,1,0.6229576342124776
171,-1,0.1575188964583512
174,1,0.6233954513553752
174,-1,0.15781471405707978
177,1,0.6237381050681071
177,-1,0.15779103209247297
180,1,0.6336040860439249
180,-1,0.15792711598701978
183,1,0.6336037311822905
183,-1,0.15815251093338453
186,1,0.6298659424220079
186,-1,0.16308303605604557
189,1,0.6273567763835048
189,-1,0.16357206981625744
192,1,0.6253231418636449
192,-1,0.16212257107600783
195,1,0.6233628652389257
195,-1,0.16192143094587536
198,1,0.6215840506674897
198,-1,0.16144405580997548
201,1,0.6200009465422908
201,-1,0.1609535315388079
204,1,0.6188875632225461
204,-1,0.16091073162511754
207,1,0.6172270844026789
207,-1,0.1606757119255299
210,1,0.6157745981993267
210,-1,0.16056988959108784
213,1,0.6145432595005705
213,-1,0.16085020702722896
216,1,0.6133008024405544
216,-1,0.16122221685999372
219,1,0.6122724433651704
219,-1,0.16216634997097448
222,1,0.611266532261007
222,-1,0.16253505334102733
225,1,0.6102995188285365
225,-1,0.16282129360684255
228,1,0.6093701961959447
228,-1,0.16419072220077263
231,1,0.6087994022388522
231,-1,0.16419900228171908
234,1,0.6082539980668532
234,-1,0.16447443529369019
237,1,0.6074643161816773
237,-1,0.16485780043118656
240,1,0.6067307004212
240,-1,0.16508246439295343
243,1,0.6060989815378186
243,-1,0.16559984570885608
246,1,0.6055807879902091
246,-1,0.16619843724655212
249,1,0.6051720831937155
249,-1,0.16684913586383096
252,1,0.6047993456853514
252,-1,0.16743977509160268
255,1,0.6044244440333467
255,-1,0.16813348613159754
258,1,0.6041506820724146
258,-1,0.1698942543445155
261,1,0.6049724888003473
261,-1,0.1700385470011133
264,1,0.605171143130065
264,-1,0.170919726101885
267,1,0.6044529914400218
267,-1,0.17151317150241127
270,1,0.6048256935659981
270,-1,0.17222446290752816
273,1,0.6049967488395089
273,-1,0.17303618843559176
276,1,0.6042587996878748
276,-1,0.17570120908189518
279,1,0.6036809331808906
279,-1,0.1760160781721149
282,1,0.6033807478971497
282,-1,0.1764752786954096
285,1,0.6030274439038011
285,-1,0.17687029789379344
288,1,0.6026773900224162
288,-1,0.17844974435914615
291,1,0.6023384098099925
291,-1,0.17887394322612388
294,1,0.6033175949836782
294,-1,0.17945433329078483
297,1,0.6028550986176983
297,-1,0.1799216870291311
